Titre,Est_Predateur,oa_works,oa_cited,oa_found,cr_has_doi,Publisher,Impact_Ratio
Revista Científica de Estudios Sociales,0,31,25,1,1,"Universidad Americana, UAM",0.78125
World Journal of Science and Technology,1,322,3781,1,1,Elsevier BV,11.705882352941176
Journal of Glaciology,0,9481,259377,1,1,Springer Netherlands,27.354672010124446
International Journal of Electronics Communication and Computer Technology,1,13,0,1,1,Ess & Ess Research Publications,0.0
International Journal of Research in Electronics & Communication Technology,1,1,0,1,1,IAEME Publication,0.0
International Journal of Innovative Research in Computer and Communication Engineering,1,3203,5910,1,1,Ess & Ess Research Publications,1.844569288389513
Engineering Physics and Thermodynamics Journal,1,0,0,0,1,Macmillan Education UK,0.0
International Scholarly Open Access Research,1,0,0,0,1,OMICS Publishing Group,0.0
Guaju,0,238,257,1,1,Universidade Federal do Parana,1.0753138075313808
Scientific Future,1,127,69,1,1,TSNS Interaktiv Plus,0.5390625
Musiikki,0,183,41,1,1,Suomen musiikkitieteellinen seura,0.22282608695652173
Modern Supply Chain Research and Applications,0,100,1679,1,1,Emerald,16.623762376237625
Open Journal of Clinical & Medical Case Reports,1,403,59,1,1,SAGE Publications,0.14603960396039603
International Journal of Digital Library Services,1,1,5,1,1,Emerald,2.5
Epidemiology and Infection,0,9534,281239,1,1,Cambridge University Press (CUP),29.495437860513896
International Journal of Pharma Professional’s Research,1,104,156,1,1,P.R.S. Educational Trust,1.4857142857142858
Revista Estudos e Pesquisas em Administração,0,168,155,1,1,Revista Estudos e Pesquisas em Administracao (Repad),0.9171597633136095
Минералогия,0,172,177,1,1,South Urals Federal Research Center for Mineralogy and Geoecology of the Urals Branch of the RAS,1.023121387283237
International Journal of Multidisciplinary Research Review,1,2077,651,1,1,Research Review Publisher,0.31328200192492783
Institute of Research Advances,1,55,5,1,1,Seowon University - Educational Research Institute,0.08928571428571429
M@ppemonde,0,0,0,0,1,Carl Hanser Verlag GmbH & Co. KG,0.0
Revista Iberoamericana de Ciencas,1,0,0,0,1,Universidad Pontificia Comillas,0.0
Asia-Pacific Journal of Information Technology and Multimedia,0,354,1030,1,1,Penerbit Universiti Kebangsaan Malaysia (UKM Press),2.9014084507042255
Jurnal Taman Vokasi,0,0,0,0,1,Universitas Sarjanawiyata Tamansiswa,0.0
Synergies Espagne,0,29,2,1,1,University of Guelph,0.06666666666666667
Standard Global Journals,1,0,0,0,1,Sadguru Journals,0.0
Indian Academicians and Researchers Association,1,0,0,0,1,Palgrave Macmillan UK,0.0
European Journal of Sustainable Development,1,1794,11683,1,1,Springer Berlin Heidelberg,6.508635097493036
"International Journal of Economics, Commerce and Management",1,1824,886,1,1,Gujarat University,0.48547945205479454
Hayef: Journal of Education,0,335,427,1,1,AVES YAYINCILIK A.Ş.,1.2708333333333333
International Journal of Nursing,1,6320,280826,1,1,Wiley,44.42746400885936
Scientific Cooperations,1,0,0,0,1,transcript Verlag,0.0
Jurnal Ilmu dan Teknologi Kesehatan,0,172,328,1,1,Poltekkes Kemenkes Jakarta,1.8959537572254335
AIMS Biophysics,0,309,3358,1,1,American Institute of Mathematical Sciences (AIMS),10.832258064516129
"International Journal of Advanced Research in Electrical, Electronics and Instrumentation Engineering",1,2902,6781,1,1,Ess & Ess Research Publications,2.335859455735446
EuroJournals,1,0,0,0,0,Unknown,0.0
Journal of Islamic Monetary Economics and Finance,0,365,3056,1,1,Routledge,8.349726775956285
"Journal of Childhood, Education & Society",0,155,511,1,1,Informa UK Limited,3.2756410256410255
iMedPharm,1,0,0,0,0,Unknown,0.0
Current Research Web,1,0,0,0,1,IGI Global,0.0
"International Journal of Innovative Research in Science, Engineering and Technology",1,4880,14177,1,1,Ess & Ess Research Publications,2.9045277607047737
Psicooncologia,0,0,0,0,0,Unknown,0.0
Innovative Biosystems and Bioengineering,0,174,585,1,1,Igor Sikorsky Kyiv Polytechnic Institute,3.342857142857143
Otology & Neurotology Open,0,78,155,1,1,Ovid Technologies (Wolters Kluwer Health),1.9620253164556962
Pharmaciana,0,496,1526,1,1,Universitas Ahmad Dahlan,3.0704225352112675
International Journal of Pharmacy and Pharmaceutical Research,1,117,159,1,1,Human Journals,1.347457627118644
Sport şi Societate,0,0,0,0,1,MedicHub Media,0.0
Lugawiyyat,0,63,40,1,1,Maulana Malik Ibrahim State Islamic University,0.625
"Государство, религия, церковь в России и за рубежом",0,540,64,1,1,"Издательский дом ""Российское военно-историческое общество"", Общество с ограниченной ответственностью ""Нестор-История""",0.11829944547134935
Nordic Research in Music Education,0,58,142,1,1,Cappelen Damm AS - Cappelen Damm Akademisk,2.406779661016949
Novelty Journals,1,0,0,0,1,Princeton University Press,0.0
Revista Subjetividades,0,522,930,1,1,Fundacao Edson Queiroz,1.7782026768642447
Unique Research Journals,1,0,0,0,1,Springer US,0.0
IET Software,0,814,10612,1,1,Institution of Engineering and Technology (IET),13.020858895705521
Geoscience Letters,0,11090,266267,1,1,Springer Science and Business Media LLC,24.007483545216843
Unique Journals Communication,1,0,0,0,1,Springer US,0.0
Health Professions Education,0,351,5384,1,1,"AMEEMR, the Association for Medical Education in the Eastern Mediterranean Region",15.295454545454545
PunarnaV,1,0,0,0,0,Unknown,0.0
Prospects in Pharmaceutical Sciences,0,260,421,1,1,Fundacja na rzecz Studentow i Absolwentow Warszawskiego Uniwersytetu Medycznego &quot;Kolo Medykow&quot;,1.6130268199233717
Experimental Hematology & Oncology,0,825,21734,1,1,Springer Science and Business Media LLC,26.312348668280872
ICTACT Journal on Soft Computing,0,495,2560,1,1,ICT Academy,5.161290322580645
IIARD Publication Company,1,0,0,0,1,Verlag Franz Vahlen GmbH,0.0
International Journal of Advance Research in Computer Science And Management Studies,1,199,264,1,1,IJARCSMS Publisher,1.32
Journal the Winners,0,0,0,0,1,Universitas Bina Nusantara,0.0
International Journal of Current Research in  Life Sciences,1,0,0,0,1,Babcock University College of Postgraduate Studies Journals,0.0
Philippine E-Journal for Applied Research and Development,0,0,0,0,1,Philippine Institute for Development Studies,0.0
Journal of Bioresource Management,0,469,1016,1,1,Apple Academic Press,2.1617021276595745
پژوهشنامه عرفان,0,176,0,1,0,Unknown,0.0
Yearbook for Ritual and Liturgical Studies,0,58,74,1,1,University of Groningen Press,1.2542372881355932
International Journal of Comprehensive Research in Biological Sciences,1,1,8,1,1,Comprehensive Research and Reviews Publishers,4.0
International Journal of Medical Students,1,865,1850,1,1,International Federation of Medical Students Associations of Brazil (IFMSA Brazil),2.136258660508083
Health Dynamics,0,159,33,1,1,Forum Ilmiah Kesehatan - Forikes,0.20625
July Press,1,0,0,0,1,De Gruyter,0.0
International Journal of Pharmaceutical Sciences and Research,1,9591,10108,1,1,"Graphyonline Publications PVT, Ltd.",1.0537948290241868
University Therapeutic Journal,0,204,149,1,1,Saint Petersburg State Pediatric Medical University of the Ministry of Health of Russia,0.7268292682926829
Academy Publish,1,0,0,0,1,"ABC-CLIO, LLC",0.0
American Journal of Engineering Research,1,5,463,1,1,IOSR Journals,77.16666666666667
R&D Modern Research Publication,1,0,0,0,1,CMV Verlag,0.0
Lorem Journals,1,0,0,0,1,Oxford University Press,0.0
Journal of Bio-Based Marketing,0,0,0,0,1,Wiley,0.0
World Research Publications,1,0,0,0,1,Wiley,0.0
Automotive Experiences,0,230,1095,1,1,Universitas Muhammadiyah Magelang,4.740259740259741
Institute of Doctors Engineers and Scientists,1,0,0,0,1,Rowman & Littlefield Publishers,0.0
Rotura,0,0,0,0,0,Unknown,0.0
Discover Endocrinology and Metabolism,0,11,2,1,1,Springer Science and Business Media LLC,0.16666666666666666
Buletinul Științific al Universității de Stat „B.P. Hasdeu” din Cahul: Științe Sociale,0,0,0,0,1,Univeritatea Nationala de Aparare Carol I,0.0
International Scientific Research Journal,1,7562,29139,1,1,Alkhaer Publications,3.852836176120587
Stjórnmál og Stjórnsýsla,0,0,0,0,1,Institute of Public Administration and Politics - Icelandic Review of Politics and Administration,0.0
Security and Defence Quarterly,0,380,1083,1,1,War Studies University,2.84251968503937
معماری اقلیم گرم و خشک,0,0,0,0,0,Unknown,0.0
Ideal Journal of Arts and Humanities,1,0,0,0,1,"SAGE Publications, Inc.",0.0
Journal of Feminist Scholarship,0,106,131,1,1,University of Rhode Island,1.2242990654205608
Aloy Journal of Soft Computing and Applications,1,0,0,0,1,Physica-Verlag HD,0.0
International Journal of Mining and Geo-Engineering,0,0,0,1,1,Springer Science and Business Media LLC,0.0
Translational Medicine of Aging,0,114,1283,1,1,Elsevier BV,11.156521739130435
Journal of Research in Psychology,0,1042,13290,1,1,"St. Plum-Blossom Press, Pty , Ltd.",12.74209012464046
PharmaInterScience Publishers,1,0,0,0,1,Edinburgh University Press,0.0
"International Journal of Printing, Packaging & Allied Sciences",1,0,0,0,1,Elsevier,0.0
Frontiers in Sustainable Food Systems,0,4558,61698,1,1,Frontiers Media SA,13.533230971704322
Journal of Applied Life Sciences and Environment,0,215,195,1,1,University of Life Sciences in lasi,0.9027777777777778
Jurnal Inovasi Teknologi Pendidikan,0,216,3560,1,1,Universitas Negeri Yogyakarta,16.40552995391705
The Journal of Association of Chest Physicians,0,327,632,1,1,Medknow,1.9268292682926829
Agricultural Economics (AGRICECON),0,0,0,0,1,Wiley,0.0
E-Library Science Research Journal,1,208,1409,1,1,Elsevier BV,6.741626794258373
Research Trend,1,6837,7861,1,1,University of Illinois Press,1.149605147704007
Scholarlink Resource Centre Limited,1,0,0,0,1,Routledge,0.0
مدیریت تولید و عملیات,0,143,1,1,1,SCI AND TECH UNIVERSAL INC,0.006944444444444444
Journal of Disaster Research,0,1981,12006,1,1,Oxford University Press,6.057517658930373
Smart Nanosystems in Engineering and Medicine,1,0,0,0,1,SPIE,0.0
Журнал медико-биологических исследований,0,0,0,0,1,LLC &quot;Ilim Bilim Consulting&quot;,0.0
JKG (Jurnal Komunikasi Global),0,0,0,0,1,Poltekkes Kemenkes Surakarta,0.0
Journal of Computers,1,2655,20104,1,1,MDPI AG,7.569277108433735
Mathematical Communications,0,12460,685109,1,1,School of Applied Mathematics and Informatics,54.98025840622743
Revista Tecnologia,0,1044,1128,1,1,Fundacao Edson Queiroz,1.079425837320574
Cancer Research Frontiers,1,91,428,1,1,Cancer Research Frontiers,4.6521739130434785
Kunst og Kultur,0,587,137,1,1,Scandinavian University Press,0.23299319727891157
International Journal of Computer & Electronics Research,1,382,568,1,1,Elsevier,1.483028720626632
Ahead International Journal of Recent Research Review,1,0,0,0,1,Cambridge University Press,0.0
Металознавство та обробка металів,0,0,0,0,1,Donbass State Engineering Academy,0.0
International Journal of Research and Science Publication,1,0,0,0,1,Sky Research Publication and Journals,0.0
International Journal of Recent Research and Applied Studies,1,0,0,0,1,University of Texas Press,0.0
Chitkara University Publications,1,0,0,0,1,Chitkara University Publications,0.0
Journal of Obstetric and Gynaecological Practices POGS,0,48,5,1,1,Jaypee Brothers Medical Publishing,0.10204081632653061
"Indonesian EFL Journal: Journal of ELT, Linguistics, and Literature",0,0,0,1,1,Yayasan Visi Intan Permata (Centrall),0.0
Journal of the International Society of Sports Nutrition,0,1403,40381,1,1,CRC Press,28.761396011396013
"Asia Pacific Journal of Education, Arts and Sciences",1,0,0,0,1,Emerald Publishing Limited,0.0
Canadian Chemical Transactions,1,118,895,1,1,Borderless Science Publishing,7.5210084033613445
Revista de Dialectología y Tradiciones Populares,0,1001,2090,1,1,Editorial CSIC,2.085828343313373
Translational Animal Science,0,1554,11180,1,1,Oxford University Press (OUP),7.189710610932476
Indian Journal of Private Psychiatry,0,204,148,1,1,Jaypee Brothers Medical Publishing,0.7219512195121951
Elektronika ir Elektrotechnika,0,3239,15554,1,1,Kaunas University of Technology (KTU),4.800617283950618
Eurasian Research Publishing,1,0,0,0,1,Maximum Academic Press,0.0
Revue d'Études Autochtones,0,0,0,0,1,Consortium Erudit,0.0
International Journal of Information Science and Management,0,111,528,1,1,IGI Global,4.714285714285714
Actas de Arquitectura Religiosa Contemporánea,0,226,173,1,1,Universidade da Coruna,0.762114537444934
Brazilian Dental Science,0,1614,5036,1,1,Editora Cubo,3.1182662538699693
Research Journal of Life Science,0,228,627,1,1,Manuscript Technomedia LLP,2.7379912663755457
Educational Academic Research,0,182,111,1,1,Ataturk Universitesi,0.6065573770491803
Ain-Shams Journal of Surgery,0,486,126,1,1,Egypts Presidential Specialized Council for Education and Scientific Research,0.2587268993839836
infofacility,1,0,0,0,0,Unknown,0.0
Jurnal Dikdas Bantara,0,110,177,1,1,Universitas Veteran  Bangun Nusantara Sukoharjo,1.5945945945945945
Revista do Gelne,0,683,200,1,1,Universidade Federal do Rio Grande do Norte - UFRN,0.29239766081871343
Science Huβ,1,0,0,0,1,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (Publications),0.0
Codex Studies,0,0,0,0,1,Springer International Publishing,0.0
International Journal of Advances in Interdisciplinary Research,1,10,9,1,1,Routledge,0.8181818181818182
Horizonte de la Ciencia,0,383,896,1,1,Universidad Nacional del Centro del Perú,2.3333333333333335
Artuklu Humanities,0,12,0,1,1,"Artuklu Human and Social Science Journal, Mardin Artuklu University",0.0
International Journal of Environmental & Agriculture Research,1,91,257,1,1,Malwa International Journal's Publication,2.7934782608695654
Engineering Research Publication,1,0,0,0,1,Xia & He Publishing,0.0
Ricercare,0,109,44,1,1,Universidad EAFIT,0.4
Elewa Bio Sciences,1,0,0,0,1,Canadian Centre of Academic Art and Science,0.0
JAUR (Journal of Architecture and Urbanism Research),0,106,45,1,1,Universitas Medan Area,0.4205607476635514
International Scientific Academy of Engineering & Technology,1,0,0,0,1,Diva Enterprises Private Limited,0.0
International Journal of Research in Business Studies and Management,1,29,142,1,1,Universitas Merdeka Malang,4.733333333333333
International Journal of Tropical Veterinary and Biomedical Research,0,127,181,1,1,LPPM Unsyiah,1.4140625
International Journal of Advanced Research in Computer Science & Technology,1,14,0,1,1,Ess & Ess Research Publications,0.0
ELK Asia Pacific Journals,1,0,0,0,1,Elk Education Consultant Private Limited,0.0
International Journal of Research and Innovation in Computer Engineering,1,0,0,0,1,De Gruyter,0.0
Imaginaires,0,0,0,0,1,Éditions de la Maison des sciences de l’homme,0.0
Journal of Natural Gas Geoscience,0,364,3566,1,1,Elsevier BV,9.76986301369863
Jurnal Jaringan Telekomunikasi,0,294,188,1,1,Politeknik Negeri Malang,0.6372881355932203
International Journal of Roma Studies,0,57,141,1,1,Hipatia Press,2.4310344827586206
طب جانباز,0,265,0,1,0,Unknown,0.0
Revista Espinhaço,0,3,4,1,1,Bookerfield Editora,1.0
Medical Science Pulse,0,375,280,1,1,Index Copernicus,0.7446808510638298
Farāyand-i nu,0,0,0,0,1,Springer Science and Business Media LLC,0.0
Society of Business Research,1,0,0,0,1,Springer Science and Business Media LLC,0.0
Estudios de Historia de España,0,103,64,1,1,Fundacion Universidad Catolica Argentina,0.6153846153846154
Revista de Producción Animal,0,215,72,1,1,Asociacion Latinoamericana de Produccion Animal,0.3333333333333333
Encontros Bibli,0,1204,2906,1,1,Universidade Federal de Santa Catarina (UFSC),2.4116182572614107
Revista Portuguesa de Psicanálise,0,97,20,1,1,Sociedade Portuguesa de Psicanalise,0.20408163265306123
International Information Institute,1,1276,1523,1,1,Institute of information technology,1.1926389976507439
Mağallaẗ Al-Funūn wa Al-ʿulūm Al-Ṭaṭbīqiyyaẗ,0,0,0,0,1,Universiti Sains Islam Malaysia,0.0
Asia Pacific,0,1622,68793,1,1,Routledge,42.386321626617374
Jurnal Hukum Internasional,0,0,0,0,1,Universitas Airlangga,0.0
Clinics and Practice,0,1308,8607,1,1,MDPI AG,6.575248281130634
PAJAR - Pan American Journal of Aging Research,0,172,171,1,1,EDIPUCRS,0.9884393063583815
Lambda Nordica,0,299,500,1,1,Foreningen Lambda Nordica,1.6666666666666667
