Titre,Est_Predateur
International Research and Publications in Medical Sciences,1
Scholar People,1
iConcept Press Ltd.,1
Revista Brasileira de Inovação,0
Arqueología de la Arquitectura,0
Econjournals,1
World Journal of Research and Review,1
International Journal of Basic and Applied Science,1
International Journal of Governance,1
Baltic Journal of Law & Politics,0
BioInfo Publications,1
Cell Structure and Function,0
Aging,1
Per Musi,0
Noctua,0
JTK (Jurnal Tadris Kimiya),0
Knowledgia Scientific,1
Jurnal Kedokteran dan Kesehatan,0
Centrum,1
Oral & Implantology,0
International Journal of Engineering Trends and Technology,1
PhaenEx: Journal of Existential and Phenomenological Theory and Culture,0
Excelytics Publishers,1
International Journal of Applied Linguistics & English Literature,1
Vis,0
International Journal of Humanities and Cultural Studies,1
Access Journals,1
Caspian Sea Journal,1
IEEE Transactions on Neural Systems and Rehabilitation Engineering,0
"Facta Universitatis. Series, Teaching, Learning and Teacher Education",0
Revista Brasileira de Educação do Campo,0
European Journal of Advances in Engineering & Technology,1
International Journal of Research in Library Science,1
Wireilla Scientific Publications,1
International Advances for Research,1
Research Academy of Social Sciences,1
World Scholars,1
Informatics Journals,1
European Journal of Radiology Open,0
Indian Pacing and Electrophysiology Journal,0
AstonJournals,1
International Journal of Multidisciplinary Sciences and Engineering,1
Sustainable Scientific Publisher,1
Journal of Mathematics and Technology,1
Buletinul Academiei de Ştiinţe a Moldovei: Ştiinţe Medicale,0
Iranian Journal of Psychiatry,0
Egyptian Informatics Journal,0
Revista Portuguesa de Investigação Comportamental e Social,0
International Journal of Recent Advances in Multidisciplinary Research,1
Lógoi,0
Physical Review Physics Education Research,0
Journal of Medical Signals and Sensors,0
Revista Teología,0
InTech Open Access Publisher [alt],1
International Journal of Current Science and Technology,1
Journal of Spectroscopy and Molecular Physics,1
International Journal of Engineering Development and Research,1
Milel ve Nihal,0
iExplore International Research Journals Consortium,1
پژوهش و توسعه جنگل,0
International Journal of Contemporary Medical Research,1
International Association of Scientific Innovation and Research,1
"Anglisticum: International Journal of Literature, Linguistics & Interdisciplinary Studies",1
Transactions on Cryptographic Hardware and Embedded Systems,0
JPK,0
International Journal of Sciences and Applied Research,1
Pasavento: Revista de Estudios Hispánicos,0
Biuletyn Historii Sztuki,0
Journal of the Egyptian National Cancer Institute,0
International Centre for Integrated Development Research,1
International Journal of Advanced Engineering and Management Research,1
Progressive Academic Publishing,1
International Journal of Basic Sciences and Applied Research,1
International Journal of Communication Networks and Information Security,1
SciPress Ltd,1
Annex Publishers,1
International Journal of Aerospace and Medical Engineering,1
Society for Advancement of Sciences,1
New Classicists,0
Zia World Press,1
Health Care Transitions,0
Zbornik Radova,0
International Journal of Information Sources and Services: A Research Journal in Library Science ,1
Reports of Practical Oncology and Radiotherapy,0
International Cardiovascular Forum,1
Science Postprint,1
Center of Advanced Scientific Research and Publications,1
Problems of Infectious and Parasitic Diseases,0
Network Neuroscience,0
Archives of Clinical and Experimental Surgery,1
International Journal of Latest Trends in Engineering and Technology,1
SETScholars,1
Nessa Publishers,1
Scientific Journals International,1
Blaze Journals,1
International Association of Journals & Conferences,1
Bulletin of Geography. Socio-Economic Series,0
Administration,0
Thélème,0
Tomas Publishing,1
Journal of the European Honors Council,0
Clerisy Publishers,1
Nano Select,0
Revista Internacional de Folkcomunicação,0
International Dental Journal,0
AIMS Molecular Science,0
"American Scientific Research Journal for Engineering, Technology, and Sciences",1
Brain Sciences,0
International Association of Computer Science and Information Technology,1
International Journal of Advances in Pharmaceutical Research,1
Motricidades,0
International Association of Engineering & Technology Researchers,1
GMS Journal for Medical Education,0
Sai Scientific Communications,1
Al-Izzah,0
Focus in Research & Education/Firepubs,1
CAAI Artificial Intelligence Research,0
Studia Semiotyczne,0
MRIMS Journal of Health Sciences,0
KIU Interdisciplinary Journal of Humanities and Social Sciences,0
JMIR Public Health and Surveillance,0
The Journal of Headache and Pain,0
Journal of Ayurveda and Holistic Medicine,1
Yustisia,0
Australasian Journal of Herpetology,1
Revista Facultad Nacional de Salud Pública,0
An-Nida',0
Вісник Київського національного університету імені Тараса Шевченка. Літературознавство. Мовознавство. Фольклористика,0
Applied Water Science,0
Acta Universitatis Carolinae: Historia Universitatis Carolinae Pragensis,0
Biology and Life Sciences Forum,0
Pushpa Publishing House,1
Science Publishers,1
Journal of Drug Discovery and Therapeutics,1
Koers : Bulletin for Christian Scholarship,0
Cahiers Agricultures,0
Инженерные технологии и системы,0
"Известия Саратовского университета. Новая серия: Серия Филология, Журналистика",0
The Lancet Global Health,0
Türkiye Medya Akademisi Dergisi,0
Integritet i Vek Konstrukcija,0
Zeitschrift für Ostmitteleuropa-Forschung,0
Online Journals Management System,1
International Journal of Applied Information Systems,1
International Journal of Innovative and Applied Research,1
The South East Asian Journal of Management,0
Merit Research Journals,1
Acta Economica et Turistica,0
Historia y Sociedad,0
EPIX PUB,1
MedLife Clinics,1
International Journal of Science Technology and Engineering,1
Journal of Research in Pharmacy Practice,0
Science and Education Centre of North America,1
Research Inspiration,1
Friction,0
Zygon,0
Revista de Educação Matemática,0
European Physical Journal C: Particles and Fields,0
International Journal of Advanced and Applied Sciences,1
Redes de Ingeniería,0
Pearl Research Journals,1
Nuclear Science and Technology Open Research,0
SCITECH,1
Enriched Science Publication,1
GlobalSkope Publishing Society,1
DRUNPP Sarajevo,1
Revista Ion,0
International Journal of Research in Education and Social Science,1
Perseitas,0
eCanadian Journals,1
The Bioscan,1
LEARN Journal: Language Education and Acquisition Research Network,0
International Foundation for Research and Development,1
Anuario Colombiano de Historia Social y de la Cultura,0
Inforesights Publishing,1
GIGAPP Estudios Working Papers,0
Guan'gai paishui xuebao,0
British Journal of Interdisciplinary Studies,1
Indian Journal of Research Anvikshiki,1
Domínios de Lingu@gem,0
SAGE Open,0
Cenas Educacionais,0
Ira Publications,1
Gyancity Research Lab Private Limited,1
BMC Complementary Medicine and Therapies,0
International Journal of Mathematical Archive,1
ImmunoMedicine,0
Nursing Reports,0
Frontiers in Aerospace Engineering,1
Tempus Actas de Saúde Coletiva,0
Nauk Publication,1
Miejsce,0
International Academy Publishing,1
Електроніка та інформаційні технології,0
Journal of Rehabilitation Medicine,0
Society for Science and Education United Kingdom,1
Jundishapur Journal of Health Sciences,1
Lokavishkar International E-Journal,1
Access Publishers,1
International Scientific Investigations,1
"Clinical, Cosmetic and Investigational Dermatology",0
Peak Journals,1
Topological Algebra and its Applications,0
AgiAl Publishing House,1
International Journals of N&N Global Technology,1
Metro Islamic Law Review,0
International Journals of Sciences and High Technologies,1
Journal of Xenobiotics,0
Research Foundation for Humanity,1
Ocean and Coastal Research,0
Watch Plus,1
Êvropejsʹkij Vektor Ekonomìčnogo Rozvitku,0
Religion and Society,0
International Journal of Life science and Pharma Research,1
Institute of Strategic and International Studies,1
Euro Asia Research and Development Association,1
Gels,0
Ankara Sağlık Bilimleri Dergisi,0
Iranian Journal of Electrical and Electronic Engineering,0
ACS Environmental Au,0
Journal of International Economics and Management,0
International Centre of Culture Inventory,1
International Journal of Applied Research in Natural Products,1
Studies in History and Theory of Architecture,0
Revista CNJ,0
Asian Journal of Biomedical and Pharmaceutical Sciences,1
International Journal of Oral Health and Medical Research,1
Alifmatika,0
Journal of Behavioral Health,1
Iranian Journal of Veterinary Surgery,0
Journal Francophone de Cas Clinique,1
Babylon,0
Governare la paura,0
IEEE Journal of Indoor and Seamless Positioning and Navigation,0
"International Journal of Reviews, Surveys and Research",1
Premier Publishers,1
JEJAK: Jurnal Ekonomi dan Kebijakan,0
Scientific Times,1
Hygeia: Journal for Drugs and Medicines,1
Nigerian Journal of Paediatrics,0
New Delhi Publisher,1
International Journal of Medical and Health Research,1
Вісник Київського національного університету імені Тараса Шевченка. Серія Економіка,0
Kwartalnik Historyczny,0
Industrial Science Journal,1
ASD Publisher,1
International Journal Advances in Social Science and Humanities,1
Trendy v podnikání,0
Access International Journals,1
Open Gender Journal,0
"International Journal of Advanced Research in Biology, Ecology, Science and Technology",1
Canadian International Journal of Science and Technology,1
Adipocyte,0
Stress,0
Cuadernos de Lingüística Hispánica,0
Journal of Modern Science & Heritage,1
Design for Scientific Renaissance,1
ESSENCE: International Journal for Environmental Rehabilitation and Conservation,1
International Journal of Engineering Technologies and Management Research,1
Maliye ve Finans Yazıları,0
Apuntes Contables,0
"Global Journals, Inc.",1
مجله پژوهش‌های علوم و صنایع غذایی ایران,0
International Journal of Medical Science and Public Health,1
Academicians’ Research Center/ARC Journals,1
Forma y Función,0
Austrian Scientific Publication House,1
Management şi Marketing,0
Agrociencia,0
天地一体化信息网络,0
International Journal of Pharmacy,1
Jurnal Master Pariwisata,0
Applied Ocean Research,0
Journal of Biological and Scientific Opinion,1
"International Journal of Society, Culture & Language",1
Jurnal Pendidikan Agama Islam,0
Pesquisa Agropecuária Tropical,0
Global Business & Finance Review,1
Avicenna Journal of Medicine,0
Scholedge R&D Center,1
FSSH Scholarly Journals,1
Profetik,0
Journal of Exercise Science & Fitness,0
Diligentia: Journal of Theology and Christian Education,0
Smart Science & Technology,1
International Journal of Advanced Multidisciplinary Research,1
Musica Docta,0
Journal of Current Research in Science,1
Virus Evolution,0
International Journal of Pure & Applied Bioscience,1
Annals of Hematology,0
Austrian E-Journals of Universal Scientific Organization,1
Nurani Hukum,0
Dawn Journal,1
Dirāsāt Hispānicas,0
Acta Technica Corviniensis,0
"International Association for Information, Culture, Human and Industry Technology",1
"Rutveg Publishing, Inc.",1
Genes and Environment,0
Pakistan Science Mission,1
